TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15
AQ030722VENCHG01,144,"VERTEX US TAX",STATE,STD,ST-VTL-080000000,0,0,0,Y,,"CONSUMERS_USE|Occupation Use Tax / No Sales or Use Tax Imposed|General Sales and Use Tax",,DELAWARE,NONTAXABLE|DEFAULT|||||||||F,RIUS106111|799.25|DPP|ACCRUEALL||613.500000|-185.750000|0.0||
AQ030722VENCHG02,146,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|92.5||
AQ030722VENCHG02,146,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,70,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|92.5||
AQ030722VENCHG02,147,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|60.0||
AQ030722VENCHG02,148,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|68.5||
AQ030722VENCHG02,148,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|68.5||
AQ030722VENCHG02,148,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,48.5,4.85,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|68.5||
AQ030722VENCHG02,149,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|92.5||
AQ030722VENCHG02,149,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,70,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|92.5||
AQ030722VENCHG02,150,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,45,4.5,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|88.75||
AQ030722VENCHG02,150,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,3.75,0.375,1000,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|88.75||
AQ030722VENCHG02,150,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|88.75||
AQ030722VENCHG02,151,"VERTEX US TAX",STATE,STD,ST-VTL-070000000,63.5,6.35,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,CONNECTICUT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|63.5||
AQ030722VENCHG02,152,"VERTEX US TAX",COUNTY,STD,CO-VTL-100250000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|70.0||
AQ030722VENCHG02,152,"VERTEX US TAX",STATE,STD,ST-VTL-100000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|70.0||
AQ030722VENCHG02,153,"VERTEX US TAX",STATE,STD,ST-VTL-210000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,MARYLAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|60.0||
AQ030722VENCHG02,154,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|60.0||
AQ030722VENCHG02,155,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|68.5||
AQ030722VENCHG02,155,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|68.5||
AQ030722VENCHG02,155,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,48.5,4.85,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|68.5||
AQ030722VENCHG02,156,"VERTEX US TAX",CITY,STD,CI-VTL-010030380,20,2,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,FAIRHOPE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|90.0||
AQ030722VENCHG02,156,"VERTEX US TAX",COUNTY,STD,CO-VTL-010030000,30,3,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,BALDWIN,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|90.0||
AQ030722VENCHG02,156,"VERTEX US TAX",STATE,STD,ST-VTL-010000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,ALABAMA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|90.0||
AQ030722VENCHG02,157,"VERTEX US TAX",STATE,STD,ST-VTL-080000000,0,0,0,Y,,"CONSUMERS_USE|Occupation Use Tax / No Sales or Use Tax Imposed|General Sales and Use Tax",,DELAWARE,NONTAXABLE|DEFAULT|||||||||F,RIUS106111|814.25|DPP|ACCRUEALL||613.500000|-200.750000|0.0||
AQ030722VENCHG03,159,"VERTEX US TAX",COUNTY,STD,CO-VTL-111210000,27.5,2.75,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,FULTON,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|77.5||
AQ030722VENCHG03,159,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-78130,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"METROPOLITAN ATLANTA RAPID TRANSIT AUTHORITY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|77.5||
AQ030722VENCHG03,159,"VERTEX US TAX",STATE,STD,ST-VTL-110000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,GEORGIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|77.5||
AQ030722VENCHG03,160,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|60.0||
AQ030722VENCHG03,161,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|68.5||
AQ030722VENCHG03,161,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|68.5||
AQ030722VENCHG03,161,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,48.5,4.85,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|68.5||
AQ030722VENCHG03,162,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|92.5||
AQ030722VENCHG03,162,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,70,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|92.5||
AQ030722VENCHG03,163,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,45,4.5,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|88.75||
AQ030722VENCHG03,163,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,3.75,0.375,1000,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|88.75||
AQ030722VENCHG03,163,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|88.75||
AQ030722VENCHG03,164,"VERTEX US TAX",STATE,STD,ST-VTL-070000000,63.5,6.35,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,CONNECTICUT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|63.5||
AQ030722VENCHG03,165,"VERTEX US TAX",COUNTY,STD,CO-VTL-100250000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|70.0||
AQ030722VENCHG03,165,"VERTEX US TAX",STATE,STD,ST-VTL-100000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|70.0||
AQ030722VENCHG03,166,"VERTEX US TAX",STATE,STD,ST-VTL-210000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,MARYLAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|60.0||
AQ030722VENCHG03,167,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|60.0||
AQ030722VENCHG03,168,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|68.5||
AQ030722VENCHG03,168,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|68.5||
AQ030722VENCHG03,168,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,48.5,4.85,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|68.5||
AQ030722VENCHG03,169,"VERTEX US TAX",CITY,STD,CI-VTL-010030380,20,2,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,FAIRHOPE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|90.0||
AQ030722VENCHG03,169,"VERTEX US TAX",COUNTY,STD,CO-VTL-010030000,30,3,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,BALDWIN,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|90.0||
AQ030722VENCHG03,169,"VERTEX US TAX",STATE,STD,ST-VTL-010000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,ALABAMA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|90.0||
AQ030722VENCHG03,170,"VERTEX US TAX",STATE,STD,ST-VTL-080000000,0,0,0,Y,,"CONSUMERS_USE|Occupation Use Tax / No Sales or Use Tax Imposed|General Sales and Use Tax",,DELAWARE,NONTAXABLE|DEFAULT|||||||||F,RIUS106111|799.25|DPP|ACCRUEALL||546.000000|-253.250000|0.0||
AQ030722VENCHG04,172,"VERTEX US TAX",COUNTY,STD,CO-VTL-111210000,27.5,2.75,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,FULTON,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|77.5||
AQ030722VENCHG04,172,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-78130,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"METROPOLITAN ATLANTA RAPID TRANSIT AUTHORITY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|77.5||
AQ030722VENCHG04,172,"VERTEX US TAX",STATE,STD,ST-VTL-110000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,GEORGIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|77.5||
AQ030722VENCHG04,173,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|60.0||
AQ030722VENCHG04,174,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|68.5||
AQ030722VENCHG04,174,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|68.5||
AQ030722VENCHG04,174,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,48.5,4.85,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|68.5||
AQ030722VENCHG04,175,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|92.5||
AQ030722VENCHG04,175,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,70,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|92.5||
AQ030722VENCHG04,176,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,45,4.5,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|88.75||
AQ030722VENCHG04,176,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,3.75,0.375,1000,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|88.75||
AQ030722VENCHG04,176,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|88.75||
AQ030722VENCHG04,177,"VERTEX US TAX",STATE,STD,ST-VTL-070000000,63.5,6.35,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,CONNECTICUT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|63.5||
AQ030722VENCHG04,178,"VERTEX US TAX",COUNTY,STD,CO-VTL-100250000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|70.0||
AQ030722VENCHG04,178,"VERTEX US TAX",STATE,STD,ST-VTL-100000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|70.0||
AQ030722VENCHG04,179,"VERTEX US TAX",STATE,STD,ST-VTL-210000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,MARYLAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|60.0||
AQ030722VENCHG04,180,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|60.0||
AQ030722VENCHG04,181,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|68.5||
AQ030722VENCHG04,181,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|68.5||
AQ030722VENCHG04,181,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,48.5,4.85,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|68.5||
AQ030722VENCHG04,182,"VERTEX US TAX",CITY,STD,CI-VTL-010030380,20,2,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,FAIRHOPE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|90.0||
AQ030722VENCHG04,182,"VERTEX US TAX",COUNTY,STD,CO-VTL-010030000,30,3,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,BALDWIN,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|90.0||
AQ030722VENCHG04,182,"VERTEX US TAX",STATE,STD,ST-VTL-010000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,ALABAMA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|90.0||
AQ030722VENCHG04,183,"VERTEX US TAX",STATE,STD,ST-VTL-080000000,0,0,0,Y,,"CONSUMERS_USE|Occupation Use Tax / No Sales or Use Tax Imposed|General Sales and Use Tax",,DELAWARE,NONTAXABLE|DEFAULT|||||||||F,RIUS106111|799.25|DPP|ACCRUEALL||688.500000|-110.750000|0.0||
AQ030722VENCHG05,185,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||621.000000|-193.250000|92.5||
AQ030722VENCHG05,185,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,70,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||621.000000|-193.250000|92.5||
AQ030722VENCHG05,186,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,60,6,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||621.000000|-193.250000|60.0||
AQ030722VENCHG05,187,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||621.000000|-193.250000|68.5||
AQ030722VENCHG05,187,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||621.000000|-193.250000|68.5||
AQ030722VENCHG05,187,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,48.5,4.85,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||621.000000|-193.250000|68.5||
AQ030722VENCHG05,188,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS106111|814.25|DPP|ACCRUEALL||621.000000|-193.250000|92.5||
