TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15
DE102920VENLINE04,72,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,-100,6,-1666.51,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|OVERCHARGED|PAYCHARGEDACCRCREDIT|RANGE|688.500000|100.0|60.0|160|N
DE102920VENLINE04,73,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,68.5,6.85,1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|MATCHED|PAYCHARGED||688.500000|0.0|68.5|68.5|N
DE102920VENLINE04,74,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,90,9,0,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,ALABAMA,EXEMPT|DEFAULT|Exempt||||||||F,321|799.25|MATCHED|PAYCHARGED||688.500000|0.0|90.0|90|N
DE102920VENLINE04,75,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,0,0,0,N,,"CONSUMERS_USE|Occupation Use Tax / No Sales or Use Tax Imposed|General Sales and Use Tax",SUPREGIMELEVELREG123||||,DELAWARE,NONTAXABLE|DEFAULT|||||||||F,321|799.25|OVERCHARGED|PAYCALCULATED|OVERRIDE|688.500000|20.0|0.0|20|N
DE102920VENLINE05,85,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,321|814.25|ZEROCHARGED|ACCRUEALL|RANGE|621.000000|-92.5|||N
DE102920VENLINE05,85,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,0,0,0,Y,,"CONSUMERS_USE|State Single Article Tax|Additional Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,NONTAXABLE|DEFAULT||TIERED|||||||F,321|814.25|ZEROCHARGED|ACCRUEALL|RANGE|621.000000|-92.5|||N
DE102920VENLINE05,85,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,70,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|ZEROCHARGED|ACCRUEALL|RANGE|621.000000|-92.5|||N
DE102920VENLINE05,86,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,0,6,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|ZEROCHARGED|PAYCHARGED|RANGE|621.000000|-60.0|60.0|0|N
DE102920VENLINE05,87,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,68.5,6.85,1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|ZEROCHARGED|PAYCALCULATED|RANGE|621.000000|-68.5|68.5|0|N
DE102920VENLINE05,88,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,2.5,9.25,1000,N,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,321|814.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|621.000000|-90.0|92.5|2.5|N
DE102920VENLINE05,88,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,21.89,2.25,972.97,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,321|814.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|621.000000|-90.0|92.5|2.5|N
DE102920VENLINE05,88,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,0,0,0,Y,,"CONSUMERS_USE|State Single Article Tax|Additional Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,NONTAXABLE|DEFAULT||TIERED|||||||F,321|814.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|621.000000|-90.0|92.5|2.5|N
DE102920VENLINE05,88,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,68.11,7,972.97,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|621.000000|-90.0|92.5|2.5|N
DE102920VENLINE05,89,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,70,8.88,1000,N,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|UNDERCHARGED|PAYCHARGED|RANGE|621.000000|-18.75|88.75|70|N
DE102920VENLINE05,90,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,63.5,6.35,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,CONNECTICUT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|UNDERCHARGED|PAYCALCULATED|RANGE|621.000000|-3.5|63.5|60|N
DE102920VENLINE05,91,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,75,7,1000,N,,"SELLER_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",SITE12345678||||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,321|814.25|OVERCHARGED|PAYCHARGED|RANGE|621.000000|5.0|70.0|75|N
DE102920VENLINE05,92,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,60,6,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,MARYLAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|OVERCHARGED|PAYCALCULATED|RANGE|621.000000|15.0|60.0|75|N
DE102920VENLINE05,93,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,160,6,1000,N,,"SALES|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|OVERCHARGED|PAYCHARGEDACCRCREDIT|RANGE|621.000000|100.0|60.0|160|N
DE102920VENLINE05,93,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,-100,6,-1666.51,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|OVERCHARGED|PAYCHARGEDACCRCREDIT|RANGE|621.000000|100.0|60.0|160|N
DE102920VENLINE05,94,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,68.5,6.85,1000,N,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|814.25|MATCHED|PAYCHARGED||621.000000|0.0|68.5|68.5|N
DE102920VENLINE05,95,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,90,9,0,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,ALABAMA,EXEMPT|DEFAULT|Exempt||||||||F,321|814.25|MATCHED|PAYCHARGED||621.000000|0.0|90.0|90|N
DE102920VENLINE05,96,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,0,0,0,N,,"SELLER_USE|Occupation Use Tax / No Sales or Use Tax Imposed|General Sales and Use Tax",SUPREGIMELEVELREG123||||,DELAWARE,NONTAXABLE|DEFAULT|||||||||F,321|814.25|OVERCHARGED|PAYCALCULATED|OVERRIDE|621.000000|20.0|0.0|20|N
DE102920VENLINE06,106,"VERTEX US TAX",COUNTY,STD,CO-VTL-111210000,27.5,2.75,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,FULTON,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|298.5|ZEROCHARGED|ACCRUEALL|RANGE|2.500000|-77.5|||N
DE102920VENLINE06,106,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-78130,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,"METROPOLITAN ATLANTA RAPID TRANSIT AUTHORITY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|298.5|ZEROCHARGED|ACCRUEALL|RANGE|2.500000|-77.5|||N
DE102920VENLINE06,106,"VERTEX US TAX",STATE,STD,ST-VTL-110000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,GEORGIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|298.5|ZEROCHARGED|ACCRUEALL|RANGE|2.500000|-77.5|||N
DE102920VENLINE06,107,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,0,6,1000,N,,"SALES|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|298.5|ZEROCHARGED|PAYCHARGED|RANGE|2.500000|-60.0|60.0|0|N
DE102920VENLINE06,108,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,68.5,6.85,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|298.5|ZEROCHARGED|PAYCALCULATED|RANGE|2.500000|-68.5|68.5|0|N
DE102920VENLINE06,109,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,2.5,9.25,1000,N,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,321|298.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|2.500000|-90.0|92.5|2.5|N
DE102920VENLINE06,109,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,321|298.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|2.500000|-90.0|92.5|2.5|N
DE102920VENLINE06,109,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,0,0,0,Y,,"CONSUMERS_USE|State Single Article Tax|Additional Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,NONTAXABLE|DEFAULT||TIERED|||||||F,321|298.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|2.500000|-90.0|92.5|2.5|N
DE102920VENLINE06,109,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,67.5,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|298.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|2.500000|-90.0|92.5|2.5|N
DE102920VENLINE07,111,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,75,7,1000,N,,"CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",SITE12345678|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,321|348.5|OVERCHARGED|PAYCHARGED|RANGE|488.500000|5.0|70.0|75|N
DE102920VENLINE07,112,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,60,6,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,MARYLAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|348.5|OVERCHARGED|PAYCALCULATED|RANGE|488.500000|15.0|60.0|75|N
DE102920VENLINE07,113,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,160,6,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|348.5|OVERCHARGED|PAYCHARGEDACCRCREDIT|RANGE|488.500000|100.0|60.0|160|N
DE102920VENLINE07,113,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,-100,6,-1666.51,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|348.5|OVERCHARGED|PAYCHARGEDACCRCREDIT|RANGE|488.500000|100.0|60.0|160|N
DE102920VENLINE07,114,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,68.5,6.85,1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|348.5|MATCHED|PAYCHARGED||488.500000|0.0|68.5|68.5|N
DE102920VENLINE07,115,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,90,9,1000,N,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,FAIRHOPE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|348.5|MATCHED|PAYCHARGED||488.500000|0.0|90.0|90|N
DE102920VENLINE07,116,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,0,0,0,N,,"CONSUMERS_USE|Occupation Use Tax / No Sales or Use Tax Imposed|General Sales and Use Tax",SUPREGIMELEVELREG123||||,DELAWARE,NONTAXABLE|DEFAULT|||||||||F,321|348.5|OVERCHARGED|PAYCALCULATED|OVERRIDE|488.500000|20.0|0.0|20|N
DE102920VENLINE08,123,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,2.5,9.25,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|244.75|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|132.500000|-90.0|92.5|2.5|N
DE102920VENLINE08,123,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,22.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,321|244.75|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|132.500000|-90.0|92.5|2.5|N
DE102920VENLINE08,123,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,0,0,0,Y,,"CONSUMERS_USE|State Single Article Tax|Additional Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,NONTAXABLE|DEFAULT||TIERED|||||||F,321|244.75|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|132.500000|-90.0|92.5|2.5|N
DE102920VENLINE08,123,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,67.5,7,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|244.75|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|132.500000|-90.0|92.5|2.5|N
DE102920VENLINE08,124,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,70,8.88,1000,N,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",SITE12345678|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|244.75|UNDERCHARGED|PAYCHARGED|RANGE|132.500000|-18.75|88.75|70|N
DE102920VENLINE08,125,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,63.5,6.35,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,CONNECTICUT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|244.75|UNDERCHARGED|PAYCALCULATED|RANGE|132.500000|-3.5|63.5|60|N
DE102920ZEROLINE01,129,"VERTEX US TAX",COUNTY,STD,CO-VTL-111210000,27.5,2.75,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,FULTON,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|206.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-77.5|||Y
DE102920ZEROLINE01,129,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-78130,10,1,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,"METROPOLITAN ATLANTA RAPID TRANSIT AUTHORITY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|206.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-77.5|||Y
DE102920ZEROLINE01,129,"VERTEX US TAX",STATE,STD,ST-VTL-110000000,40,4,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,GEORGIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|206.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-77.5|||Y
DE102920ZEROLINE01,130,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,0,6,1000,N,,"SALES|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|206.0|ZEROCHARGED|PAYCHARGED|RANGE|0.000000|-60.0|60.0|0|Y
DE102920ZEROLINE01,131,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,68.5,6.85,1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678||||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|206.0|ZEROCHARGED|PAYCALCULATED|RANGE|0.000000|-68.5|68.5|0|Y
DE102920VENCHG01,133,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,59.49,7.75,1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678||||,FULTON,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-18.01|77.5|59.49|Y
DE102920VENCHG01,134,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,46.06,6,1000,N,,"SALES|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-13.94|60.0|46.06|Y
DE102920VENCHG01,135,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,52.58,6.85,1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678||||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-15.92|68.5|52.58|Y
DE102920VENCHG01,136,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,71,9.25,0,N,,"SELLER_USE|State Single Article Tax|Additional Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,NONTAXABLE|DEFAULT||TIERED|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-21.5|92.5|71|Y
DE102920VENCHG01,136,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,21.5,2.25,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-21.5|92.5|71|Y
DE102920VENCHG01,136,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,0,0,0,Y,,"CONSUMERS_USE|State Single Article Tax|Additional Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,NONTAXABLE|DEFAULT||TIERED|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-21.5|92.5|71|Y
DE102920VENCHG01,136,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,0,0,1000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-21.5|92.5|71|Y
DE102920VENCHG01,137,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,68.12,8.88,1000,N,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-20.63|88.75|68.12|Y
DE102920VENCHG01,137,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,16.88,4.5,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-20.63|88.75|68.12|Y
DE102920VENCHG01,137,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,3.75,.38,1000,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",SITE12345678|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-20.63|88.75|68.12|Y
DE102920VENCHG01,137,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,0,0,1000,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-20.63|88.75|68.12|Y
DE102920VENCHG01,138,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,48.74,6.35,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,CONNECTICUT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-14.76|63.5|48.74|Y
DE102920VENCHG01,139,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,53.73,7,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-16.27|70.0|53.73|Y
DE102920VENCHG01,140,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,46.06,6,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,MARYLAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-13.94|60.0|46.06|Y
DE102920VENCHG01,141,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,46.06,6,1000,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-13.94|60.0|46.06|Y
DE102920VENCHG01,142,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,52.58,6.85,1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",SUPREGIMELEVELREG123||||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGED|RANGE|613.500000|-15.92|68.5|52.58|Y
DE102920VENCHG01,143,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,69.08,9,1000,N,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,FAIRHOPE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-20.92|90.0|69.08|Y
DE102920VENCHG01,143,"VERTEX US TAX",CITY,STD,CI-VTL-010030380,20,2,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,FAIRHOPE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-20.92|90.0|69.08|Y
DE102920VENCHG01,143,"VERTEX US TAX",COUNTY,STD,CO-VTL-010030000,.92,3,1000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",SITE12345678|98-765432|||,BALDWIN,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|799.25|UNDERCHARGED|PAYCHARGEDACCRDIFF|RANGE|613.500000|-20.92|90.0|69.08|Y
